brand,model,exact_url,best_url,status,matched_file,note
KIA,EV9,/cars/EV9.jpg,/cars/EV9.jpg,OK_EXACT,EV9.jpg,
LEXUS,ES 300 h,/cars/ES300H.jpg,/cars/ES300H.jpg,OK_EXACT,ES300H.jpg,
LEXUS,LS 500 Hybrid,/cars/LS 500 Hybrid.jpg,/cars/LS 500 Hybrid.jpg,OK_EXACT,LS 500 Hybrid.jpg,
LEXUS,LC 500h,/cars/LC500H.jpg,/cars/LC500H.jpg,OK_EXACT,LC500H.jpg,
LEXUS,LBX Luxury 1.5 Cvt Hev,/cars/LBX Luxury 1.5 Cvt Hev.png,/cars/LBX Luxury 1.5 Cvt Hev.png,OK_EXACT,LBX Luxury 1.5 Cvt Hev.png,
LEXUS,"LBX Sport 1,5 Cvt HEV",,/cars/default.jpg,MISS,,
LEXUS,NX 350h,/cars/NX 350h.jpg,/cars/NX 350h.jpg,OK_EXACT,NX 350h.jpg,
LEXUS,NX 450h+,/cars/NX 450h+.jpg,/cars/NX 450h+.jpg,OK_EXACT,NX 450h+.jpg,
LEXUS,UX 300h,/cars/UX 300h.jpg,/cars/UX 300h.jpg,OK_EXACT,UX 300h.jpg,
LEXUS,RX 350h Luxury HEV,/cars/RX 350h Luxury HEV.jpg,/cars/RX 350h Luxury HEV.jpg,OK_EXACT,RX 350h Luxury HEV.jpg,
LEXUS,RX 350h,/cars/RX 350H.jpg,/cars/RX 350H.jpg,OK_EXACT,RX 350H.jpg,
LEXUS,LM 350h 4 Seater,/cars/LM 350h 4 Seater.jpg,/cars/LM 350h 4 Seater.jpg,OK_EXACT,LM 350h 4 Seater.jpg,
LEXUS,LM 350h 7 Seater,/cars/LM 350h 7 Seater.jpg,/cars/LM 350h 7 Seater.jpg,OK_EXACT,LM 350h 7 Seater.jpg,
LEXUS,RX 450h+ Luxury PHEV,/cars/RX 450h+ Luxury PHEV.jpg,/cars/RX 450h+ Luxury PHEV.jpg,OK_EXACT,RX 450h+ Luxury PHEV.jpg,
LEXUS,RX 500h,/cars/RX 500h.jpg,/cars/RX 500h.jpg,OK_EXACT,RX 500h.jpg,
LEXUS,LM 500h 4 Seater,/cars/LM 500h 4 Seater.jpg,/cars/LM 500h 4 Seater.jpg,OK_EXACT,LM 500h 4 Seater.jpg,
LEXUS,LM 500h 6 Seater,/cars/LM 500h 6 Seater.jpg,/cars/LM 500h 6 Seater.jpg,OK_EXACT,LM 500h 6 Seater.jpg,
LEXUS,LX 600,/cars/LX 600.jpg,/cars/LX 600.jpg,OK_EXACT,LX 600.jpg,
LEXUS,LX 700H,/cars/LX 700h.jpg,/cars/LX 700h.jpg,OK_EXACT,LX 700h.jpg,
MAXUS,MIFA 7,/cars/Mifa 7.jpg,/cars/Mifa 7.jpg,OK_EXACT,Mifa 7.jpg,
MAXUS,MIFA 9,/cars/Mifa 9.jpg,/cars/Mifa 9.jpg,OK_EXACT,Mifa 9.jpg,
MAZDA,Mazda 2 Sedan,/cars/Mazda 2 Sedan.jpg,/cars/Mazda 2 Sedan.jpg,OK_EXACT,Mazda 2 Sedan.jpg,
MAZDA,MX 5 RF AT,,/cars/default.jpg,MISS,,
MAZDA,New MX 5 RF MT,/cars/NEW MX 5 RF MT.jpg,/cars/NEW MX 5 RF MT.jpg,OK_EXACT,NEW MX 5 RF MT.jpg,
MAZDA,Mazda 3 Sedan,/cars/Mazda 3 Sedan.jpg,/cars/Mazda 3 Sedan.jpg,OK_EXACT,Mazda 3 Sedan.jpg,
MAZDA,Mazda 6 Elite Sedan,/cars/Mazda 6 Elite Sedan.jpg,/cars/Mazda 6 Elite Sedan.jpg,OK_EXACT,Mazda 6 Elite Sedan.jpg,
MAZDA,Mazda 2 GT AT,/cars/Mazda 2 GT AT.jpg,/cars/Mazda 2 GT AT.jpg,OK_EXACT,Mazda 2 GT AT.jpg,
MAZDA,CX03 Kuro,/cars/CX03 Kuro.jpg,/cars/CX03 Kuro.jpg,OK_EXACT,CX03 Kuro.jpg,
MAZDA,CX03 Touring,/cars/CX03 Touring.jpg,/cars/CX03 Touring.jpg,OK_EXACT,CX03 Touring.jpg,
MAZDA,MX03 BEV,/cars/MX03 BEV.jpg,/cars/MX03 BEV.jpg,OK_EXACT,MX03 BEV.jpg,
MAZDA,CX03 Pro,/cars/CX03 Pro.jpg,/cars/CX03 Pro.jpg,OK_EXACT,CX03 Pro.jpg,
MAZDA,CX03 Sport,/cars/CX03 Sport.jpg,/cars/CX03 Sport.jpg,OK_EXACT,CX03 Sport.jpg,
MAZDA,CX03 Pro AutoExe,/cars/CX03 Pro AutoExe.jpg,/cars/CX03 Pro AutoExe.jpg,OK_EXACT,CX03 Pro AutoExe.jpg,
MAZDA,CX05 Elite,/cars/CX05 Elite.jpg,/cars/CX05 Elite.jpg,OK_EXACT,CX05 Elite.jpg,
MAZDA,CX060 2.5 Sport,/cars/CX060 2.5 Sport.jpg,/cars/CX060 2.5 Sport.jpg,OK_EXACT,CX060 2.5 Sport.jpg,
MAZDA,CX03 GT,/cars/CX03 GT.jpg,/cars/CX03 GT.jpg,OK_EXACT,CX03 GT.jpg,
MAZDA,New CX08 Elite,/cars/New CX08 Elite.jpg,/cars/New CX08 Elite.jpg,OK_EXACT,New CX08 Elite.jpg,
MAZDA,New CX09,/cars/New CX09.jpg,/cars/New CX09.jpg,OK_EXACT,New CX09.jpg,
MAZDA,Mazda 3 Hatchback,/cars/Mazda 3 Hatchback.png,/cars/Mazda 3 Hatchback.png,OK_EXACT,Mazda 3 Hatchback.png,
MAZDA,Mazda 6 Elite Estate,/cars/Mazda 6 Elite Estate.jpg,/cars/Mazda 6 Elite Estate.jpg,OK_EXACT,Mazda 6 Elite Estate.jpg,
MAZDA,New CX09 AWD,/cars/New CX09 AWD.jpg,/cars/New CX09 AWD.jpg,OK_EXACT,New CX09 AWD.jpg,
MAZDA,CX05 Kuro,/cars/CX05 Kuro.jpg,/cars/CX05 Kuro.jpg,OK_EXACT,CX05 Kuro.jpg,
MAZDA,CX05 AWD,/cars/CX05 AWD.jpg,/cars/CX05 AWD.jpg,OK_EXACT,CX05 AWD.jpg,
MAZDA,CX060 2.5 Pro,/cars/CX060 2.5 pro.jpg,/cars/CX060 2.5 pro.jpg,OK_EXACT,CX060 2.5 pro.jpg,
MAZDA,CX08 2.5 PHEV AWD ELITE,/cars/CX08 2.5 PHEV AWD ELITE.jpg,/cars/CX08 2.5 PHEV AWD ELITE.jpg,OK_EXACT,CX08 2.5 PHEV AWD ELITE.jpg,
MAZDA,CX08 2.5 PHEV AWD KURO,/cars/CX08 2.5 PHEV AWD KURO.jpg,/cars/CX08 2.5 PHEV AWD KURO.jpg,OK_EXACT,CX08 2.5 PHEV AWD KURO.jpg,
MAZDA,CX060 3.3 MHEV AWD Elite,/cars/CX060 3.3 MHEV AWD Elite.jpg,/cars/CX060 3.3 MHEV AWD Elite.jpg,OK_EXACT,CX060 3.3 MHEV AWD Elite.jpg,
MAZDA,CX060 3.3 MHEV AWD Kuro,/cars/CX060 3.3 MHEV AWD Kuro.jpg,/cars/CX060 3.3 MHEV AWD Kuro.jpg,OK_EXACT,CX060 3.3 MHEV AWD Kuro.jpg,
MERCEDES BENZ,AMG G 63,/cars/AMG G 63.jpg,/cars/AMG G 63.jpg,OK_EXACT,AMG G 63.jpg,
MERCEDES BENZ PC,A 200 Sedan (V177),,/cars/default.jpg,MISS,,
MERCEDES BENZ PC,CLA 200 AMG Line (C118),/cars/CLA 200 AMG Line (C118).jpg,/cars/CLA 200 AMG Line (C118).jpg,OK_EXACT,CLA 200 AMG Line (C118).jpg,
MERCEDES BENZ PC,AMG CLA 45 S (C118),,/cars/default.jpg,MISS,,
MERCEDES BENZ PC,C 200 AVA Line (W206),/cars/C 200 AVA Line (W206).jpg,/cars/C 200 AVA Line (W206).jpg,OK_EXACT,C 200 AVA Line (W206).jpg,
MERCEDES0BENZ PC,AMG A 35 4MATIC (V177),/cars/AMG A 35 4MATIC (V177).jpg,/cars/AMG A 35 4MATIC (V177).jpg,OK_EXACT,AMG A 35 4MATIC (V177).jpg,
MERCEDES0BENZ PC,A 200,/cars/A 200.jpg,/cars/A 200.jpg,OK_EXACT,A 200.jpg,
MERCEDES0BENZ PC,E 300 AMG,/cars/E 300 AMG.jpg,/cars/E 300 AMG.jpg,OK_EXACT,E 300 AMG.jpg,
MERCEDES0BENZ PC,E 300 AVA,/cars/E 300 AVA.jpg,/cars/E 300 AVA.jpg,OK_EXACT,E 300 AVA.jpg,
MERCEDES0BENZ PC,S 450,/cars/S 450.jpg,/cars/S 450.jpg,OK_EXACT,S 450.jpg,
MERCEDES0BENZ PC,EQE 350 (V295),/cars/EQE 350 (V295).jpg,/cars/EQE 350 (V295).jpg,OK_EXACT,EQE 350 (V295).jpg,
MERCEDES0BENZ PC,EQS 450+ (V297),,/cars/default.jpg,MISS,,
MERCEDES0BENZ PC,C 300 AMG Line (W206),/cars/C 300 AMG Line (W206).jpg,/cars/C 300 AMG Line (W206).jpg,OK_EXACT,C 300 AMG Line (W206).jpg,
MERCEDES0BENZ PC,AMG CLA 45 S Shooting Brake (X118),/cars/AMG CLA 45 S Shooting Brake (X118).jpg,/cars/AMG CLA 45 S Shooting Brake (X118).jpg,OK_EXACT,AMG CLA 45 S Shooting Brake (X118).jpg,
MERCEDES0BENZ PC,AMG C 63 S E Performance (W206),/cars/AMG C 63 S E Performance (W206).jpg,/cars/AMG C 63 S E Performance (W206).jpg,OK_EXACT,AMG C 63 S E Performance (W206).jpg,
MERCEDES0BENZ PC,E 200 (W214) CKD,/cars/E 200 (W214) CKD.jpg,/cars/E 200 (W214) CKD.jpg,OK_EXACT,E 200 (W214) CKD.jpg,
MERCEDES0BENZ PC,E 300 (W214) CKD,/cars/E 300 (W214) CKD.jpg,/cars/E 300 (W214) CKD.jpg,OK_EXACT,E 300 (W214) CKD.jpg,
MERCEDES0BENZ PC,AMG SL 43,/cars/AMG SL 43.jpg,/cars/AMG SL 43.jpg,OK_EXACT,AMG SL 43.jpg,
MERCEDES0BENZ PC,CLE 300,/cars/CLE 300.jpg,/cars/CLE 300.jpg,OK_EXACT,CLE 300.jpg,
MERCEDES0BENZ PC,Maybach S 580 (Z223)*,/cars/Maybach S 580 (Z223).jpg,/cars/Maybach S 580 (Z223).jpg,OK_EXACT,Maybach S 580 (Z223).jpg,
MERCEDES0BENZ PC,EQB 250,/cars/EQB 250.jpg,/cars/EQB 250.jpg,OK_EXACT,EQB 250.jpg,
MERCEDES0BENZ PC,GLA 200 Progressive Line ( H247),/cars/GLA 200 Progressive Line ( H247).jpg,/cars/GLA 200 Progressive Line ( H247).jpg,OK_EXACT,GLA 200 Progressive Line ( H247).jpg,
MERCEDES0BENZ PC,GLB 200 Progressive Line ( X247),/cars/GLB 200 Progressive Line ( X247).jpg,/cars/GLB 200 Progressive Line ( X247).jpg,OK_EXACT,GLB 200 Progressive Line ( X247).jpg,
MERCEDES0BENZ PC,AMG A 45 4MATIC (W177)*,/cars/AMG A 45 4MATIC (W177).jpg,/cars/AMG A 45 4MATIC (W177).jpg,OK_EXACT,AMG A 45 4MATIC (W177).jpg,
MERCEDES0BENZ PC,M0AMG GLA 35,/cars/M0AMG GLA 35.jpg,/cars/M0AMG GLA 35.jpg,OK_EXACT,M0AMG GLA 35.jpg,
MERCEDES0BENZ PC,GLA 200,/cars/GLA 200.jpg,/cars/GLA 200.jpg,OK_EXACT,GLA 200.jpg,
MERCEDES0BENZ PC,Seprinter,/cars/Seprinter.jpg,/cars/Seprinter.jpg,OK_EXACT,Seprinter.jpg,
MERCEDES0BENZ PC,V Klass,/cars/V Klass.jpg,/cars/V Klass.jpg,OK_EXACT,V Klass.jpg,
MERCEDES0BENZ PC,GLE 450 (V167),/cars/GLE 450 (V167).jpg,/cars/GLE 450 (V167).jpg,OK_EXACT,GLE 450 (V167).jpg,
MERCEDES0BENZ PC,GLS 450 (X167),/cars/GLS 450 (X167).jpg,/cars/GLS 450 (X167).jpg,OK_EXACT,GLS 450 (X167).jpg,
MERCEDES0BENZ PC,GLS 600 Maybach (X167),/cars/GLS 600 Maybach (X167).jpg,/cars/GLS 600 Maybach (X167).jpg,OK_EXACT,GLS 600 Maybach (X167).jpg,
MERCEDES0BENZ PC,GLC 300 AMG Line ( X254),/cars/GLC 300 AMG Line ( X254).jpg,/cars/GLC 300 AMG Line ( X254).jpg,OK_EXACT,GLC 300 AMG Line ( X254).jpg,
MERCEDES0BENZ PC,AMG GLS 63 (X167),/cars/AMG GLS 63 (X167).jpg,/cars/AMG GLS 63 (X167).jpg,OK_EXACT,AMG GLS 63 (X167).jpg,
MERCEDES0BENZ PC,GLC 300 Coupe,/cars/GLC 300 Coupe.jpg,/cars/GLC 300 Coupe.jpg,OK_EXACT,GLC 300 Coupe.jpg,
MERCEDES0BENZ PC,G 580 With EQ Technology,/cars/G 580 With EQ Technology.jpg,/cars/G 580 With EQ Technology.jpg,OK_EXACT,G 580 With EQ Technology.jpg,
MERCEDES0BENZ PC,EQS SUV 450 ( X 296),/cars/EQS SUV 450 ( X 296).jpg,/cars/EQS SUV 450 ( X 296).jpg,OK_EXACT,EQS SUV 450 ( X 296).jpg,
MERCEDES0BENZ PC,EQE 350 4M (X294),/cars/EQE 350 4M (X294).jpg,/cars/EQE 350 4M (X294).jpg,OK_EXACT,EQE 350 4M (X294).jpg,
MERCEDES0BENZ PC,AMG GLC 43 4M Coupe (C254)*,/cars/AMG GLC 43 4M Coupe (C254).jpg,/cars/AMG GLC 43 4M Coupe (C254).jpg,OK_EXACT,AMG GLC 43 4M Coupe (C254).jpg,
MINI,Cooper 5 Door A/T,/cars/Cooper 5 Door AT.jpg,/cars/Cooper 5 Door AT.jpg,OK_EXACT,Cooper 5 Door AT.jpg,
MINI,Cooper Countryman F60 CKD A/T,/cars/Cooper Countryman F60 CKD AT.jpg,/cars/Cooper Countryman F60 CKD AT.jpg,OK_EXACT,Cooper Countryman F60 CKD AT.jpg,
MINI,Cooper SE Hatch A/T,/cars/Cooper SE Hatch AT.jpg,/cars/Cooper SE Hatch AT.jpg,OK_EXACT,Cooper SE Hatch AT.jpg,
MINI,Cooper SE A/T,/cars/Cooper SE AT.jpg,/cars/Cooper SE AT.jpg,OK_EXACT,Cooper SE AT.jpg,
MINI,Cbu Aceman Se At 82Gc,/cars/Cbu Aceman Se At 82Gc.jpg,/cars/Cbu Aceman Se At 82Gc.jpg,OK_EXACT,Cbu Aceman Se At 82Gc.jpg,
MINI,Cooper S Hatch A/T,/cars/Cooper S Hatch AT.jpg,/cars/Cooper S Hatch AT.jpg,OK_EXACT,Cooper S Hatch AT.jpg,
MINI,John Cooper Works Hatch A/T,/cars/John Cooper Works Hatch AT.jpg,/cars/John Cooper Works Hatch AT.jpg,OK_EXACT,John Cooper Works Hatch AT.jpg,
MINI,Cooper S 5 Door A/T,/cars/Cooper S 5 Door AT.jpg,/cars/Cooper S 5 Door AT.jpg,OK_EXACT,Cooper S 5 Door AT.jpg,
MINI,Cooper S Countryman F60 CKD A/T,/cars/Cooper S Countryman F60 CKD AT.jpg,/cars/Cooper S Countryman F60 CKD AT.jpg,OK_EXACT,Cooper S Countryman F60 CKD AT.jpg,
MINI,Countryman C A/T,/cars/Countryman C AT.jpg,/cars/Countryman C AT.jpg,OK_EXACT,Countryman C AT.jpg,
MINI,Cooper S RHD A/T,/cars/Cooper S RHD AT.jpg,/cars/Cooper S RHD AT.jpg,OK_EXACT,Cooper S RHD AT.jpg,
MINI,Cbu Cooper S Cabrio,/cars/Cbu Cooper S Cabrio.jpg,/cars/Cbu Cooper S Cabrio.jpg,OK_EXACT,Cbu Cooper S Cabrio.jpg,
MINI,Cbu Jcw Cabrio At 32Gx S,/cars/Cbu Jcw Cabrio At 32Gx S.jpg,/cars/Cbu Jcw Cabrio At 32Gx S.jpg,OK_EXACT,Cbu Jcw Cabrio At 32Gx S.jpg,
MINI,Jcw Aceman E At,/cars/Jcw Aceman E At.jpg,/cars/Jcw Aceman E At.jpg,OK_EXACT,Jcw Aceman E At.jpg,
MINI,Jcw E At,/cars/Jcw E At.jpg,/cars/Jcw E At.jpg,OK_EXACT,Jcw E At.jpg,
MINI,Jcw At,/cars/Jcw At.jpg,/cars/Jcw At.jpg,OK_EXACT,Jcw At.jpg,
MINI,Countryman S ALL4 A/T,,/cars/default.jpg,MISS,,
MINI,JCW Countryman ALL4,/cars/JCW Countryman ALL4.jpg,/cars/JCW Countryman ALL4.jpg,OK_EXACT,JCW Countryman ALL4.jpg,
MINI,Countryman SE ALL4,/cars/Countryman SE ALL4.jpg,/cars/Countryman SE ALL4.jpg,OK_EXACT,Countryman SE ALL4.jpg,
MINI,Countryman S All4 A7 At,,/cars/default.jpg,MISS,,
MITSUBISHI MOTORS,Xpander 1.5L ULTIMATE (4X2) CVT,/cars/Xpander 1.5L ULTIMATE (4X2) CVT.jpg,/cars/Xpander 1.5L ULTIMATE (4X2) CVT.jpg,OK_EXACT,Xpander 1.5L ULTIMATE (4X2) CVT.jpg,
MITSUBISHI MOTORS,Xpander 1.5L ULTIMATE0L (4X2) MT,/cars/Xpander 1.5L ULTIMATE0L (4X2) MT.jpg,/cars/Xpander 1.5L ULTIMATE0L (4X2) MT.jpg,OK_EXACT,Xpander 1.5L ULTIMATE0L (4X2) MT.jpg,
MITSUBISHI MOTORS,Xpander 1.5L EXCEED (4X2) CVT,/cars/Xpander 1.5L EXCEED (4X2) CVT.jpg,/cars/Xpander 1.5L EXCEED (4X2) CVT.jpg,OK_EXACT,Xpander 1.5L EXCEED (4X2) CVT.jpg,
MITSUBISHI MOTORS,Xpander 1.5L EXCEED (4X2) M/T,/cars/Xpander 1.5L EXCEED (4X2) MT.jpg,/cars/Xpander 1.5L EXCEED (4X2) MT.jpg,OK_EXACT,Xpander 1.5L EXCEED (4X2) MT.jpg,
MITSUBISHI MOTORS,Xpander 1.5L GLS (4X2) CVT,/cars/Xpander 1.5L GLS (4X2) CVT.jpg,/cars/Xpander 1.5L GLS (4X2) CVT.jpg,OK_EXACT,Xpander 1.5L GLS (4X2) CVT.jpg,
MITSUBISHI MOTORS,Xpander 1.5L GLS (4X2) M/T,/cars/Xpander 1.5L GLS (4X2) MT.jpg,/cars/Xpander 1.5L GLS (4X2) MT.jpg,OK_EXACT,Xpander 1.5L GLS (4X2) MT.jpg,
MITSUBISHI MOTORS,Xpander Cross 1.5L PREMIUM (4X2) CVT,/cars/Xpander Cross 1.5L PREMIUM (4X2) CVT.jpg,/cars/Xpander Cross 1.5L PREMIUM (4X2) CVT.jpg,OK_EXACT,Xpander Cross 1.5L PREMIUM (4X2) CVT.jpg,
MITSUBISHI MOTORS,Xpander Cross 1.5L (4X2) CVT,/cars/Xpander Cross 1.5L (4X2) CVT.jpg,/cars/Xpander Cross 1.5L (4X2) CVT.jpg,OK_EXACT,Xpander Cross 1.5L (4X2) CVT.jpg,
MITSUBISHI MOTORS,Xpander Cross 1.5L (4X2) M/T,/cars/Xpander Cross 1.5L (4X2) MT.jpg,/cars/Xpander Cross 1.5L (4X2) MT.jpg,OK_EXACT,Xpander Cross 1.5L (4X2) MT.jpg,
MITSUBISHI MOTORS,Destinator 1.5L Ultimate Premium (4X2) A/T,/cars/Destinator 1.5L Ultimate Premium (4X2) AT.png,/cars/Destinator 1.5L Ultimate Premium (4X2) AT.png,OK_EXACT,Destinator 1.5L Ultimate Premium (4X2) AT.png,
MITSUBISHI MOTORS,Destinator 1.5L Ultimate (4X2) A/T,/cars/Destinator 1.5L Ultimate (4X2) AT.png,/cars/Destinator 1.5L Ultimate (4X2) AT.png,OK_EXACT,Destinator 1.5L Ultimate (4X2) AT.png,
MITSUBISHI MOTORS,Destinator 1.5L Gls (4X2) A/T,/cars/Destinator 1.5L Gls (4X2) AT.png,/cars/Destinator 1.5L Gls (4X2) AT.png,OK_EXACT,Destinator 1.5L Gls (4X2) AT.png,
MITSUBISHI MOTORS,Destinator 1.5L Exceed (4X2) A/T,,/cars/default.jpg,MISS,,
MITSUBISHI MOTORS,Xforce Ultimate DS,/cars/Xforce Ultimate DS.jpg,/cars/Xforce Ultimate DS.jpg,OK_EXACT,Xforce Ultimate DS.jpg,
MITSUBISHI MOTORS,Xforce Ultimate 1.5L 4X2 A/T,,/cars/default.jpg,MISS,,
MITSUBISHI MOTORS,Xforce Exceed 1.5L 4X2 A/T,,/cars/default.jpg,MISS,,
MITSUBISHI MOTORS,L100 EV,/cars/L100 EV.jpg,/cars/L100 EV.jpg,OK_EXACT,L100 EV.jpg,
MITSUBISHI MOTORS,Pajero Sport 2.4L DAKAR (4x2) 8AT,/cars/Pajero Sport 2.4L DAKAR (4x2) 8AT.jpg,/cars/Pajero Sport 2.4L DAKAR (4x2) 8AT.jpg,OK_EXACT,Pajero Sport 2.4L DAKAR (4x2) 8AT.jpg,
MITSUBISHI MOTORS,Pajero Sport 2.4L DAKAR Utimate (4x2) 8AT,,/cars/default.jpg,MISS,,
MITSUBISHI MOTORS,Pajero Sport 2.5 L EXCEED (4X2) 5AT,/cars/Pajero Sport 2.5 L EXCEED (4X2) 5AT.jpg,/cars/Pajero Sport 2.5 L EXCEED (4X2) 5AT.jpg,OK_EXACT,Pajero Sport 2.5 L EXCEED (4X2) 5AT.jpg,
MITSUBISHI MOTORS,Pajero Sport 2.5L EXCEED-H (4x2) 5MT,/cars/Pajero Sport 2.5L EXCEED-H (4x2) 5MT.jpg,/cars/Pajero Sport 2.5L EXCEED-H (4x2) 5MT.jpg,OK_EXACT,Pajero Sport 2.5L EXCEED-H (4x2) 5MT.jpg,
MITSUBISHI MOTORS,Pajero Sport 2.4L DAKAR ULTIMATE0L 4X4 8A/T,/cars/Pajero Sport 2.4L DAKAR ULTIMATE0L 4X4 8AT.jpg,/cars/Pajero Sport 2.4L DAKAR ULTIMATE0L 4X4 8AT.jpg,OK_EXACT,Pajero Sport 2.4L DAKAR ULTIMATE0L 4X4 8AT.jpg,
MITSUBISHI MOTORS,Pajero Sport 2.5L GLX (4x4) 5MT,/cars/Pajero Sport 2.5L GLX (4x4) 5MT.jpg,/cars/Pajero Sport 2.5L GLX (4x4) 5MT.jpg,OK_EXACT,Pajero Sport 2.5L GLX (4x4) 5MT.jpg,
MITSUBISHI MOTORS,L300 D P/U FLD,,/cars/default.jpg,MISS,,
MITSUBISHI MOTORS,L300 CC,/cars/L300 CC.jpg,/cars/L300 CC.jpg,OK_EXACT,L300 CC.jpg,
MITSUBISHI MOTORS,Triton 2.5L SC HDX (4X4) MT,/cars/Triton 2.5L SC HDX (4X4) MT.jpeg,/cars/Triton 2.5L SC HDX (4X4) MT.jpeg,OK_EXACT,Triton 2.5L SC HDX (4X4) MT.jpeg,
MITSUBISHI MOTORS,Triton 2.5L SC GLX (4X2) MT,/cars/Triton 2.5L SC GLX (4X2) MT.jpeg,/cars/Triton 2.5L SC GLX (4X2) MT.jpeg,OK_EXACT,Triton 2.5L SC GLX (4X2) MT.jpeg,
MITSUBISHI MOTORS,Triton 2.5L DC EXCEED (4X4) MT,/cars/Triton 2.5L DC EXCEED (4X4) MT.jpeg,/cars/Triton 2.5L DC EXCEED (4X4) MT.jpeg,OK_EXACT,Triton 2.5L DC EXCEED (4X4) MT.jpeg,
MITSUBISHI MOTORS,Triton SU 2.5L HP0E D CAB Ultimate (4X4) A/T,/cars/Triton SU 2.5L HP0E D CAB Ultimate (4X4) AT.jpeg,/cars/Triton SU 2.5L HP0E D CAB Ultimate (4X4) AT.jpeg,OK_EXACT,Triton SU 2.5L HP0E D CAB Ultimate (4X4) AT.jpeg,
MITSUBISHI MOTORS,Triton 2.5L DC GLS (4X4) MT,/cars/Triton 2.5L DC GLS (4X4) MT.jpg,/cars/Triton 2.5L DC GLS (4X4) MT.jpg,OK_EXACT,Triton 2.5L DC GLS (4X4) MT.jpg,
MITSUBISHI MOTORS,Triton 2.5L DC HDX (4X4) MT,/cars/Triton 2.5L DC HDX (4X4) MT.jpg,/cars/Triton 2.5L DC HDX (4X4) MT.jpg,OK_EXACT,Triton 2.5L DC HDX (4X4) MT.jpg,
MORRIS GARAGE,5 GT Activate 1.5L,/cars/5 GT Activate 1.5L.jpg,/cars/5 GT Activate 1.5L.jpg,OK_EXACT,5 GT Activate 1.5L.jpg,
MORRIS GARAGE,5 GT Ignite 1.5L,/cars/5 GT Ignite 1.5L.jpg,/cars/5 GT Ignite 1.5L.jpg,OK_EXACT,5 GT Ignite 1.5L.jpg,
MORRIS GARAGE,5 GT Magnify 1.5L,/cars/5 GT Magnify 1.5L.jpg,/cars/5 GT Magnify 1.5L.jpg,OK_EXACT,5 GT Magnify 1.5L.jpg,
MORRIS GARAGE,Cyberster,/cars/Cyberster.jpg,/cars/Cyberster.jpg,OK_EXACT,Cyberster.jpg,
MORRIS GARAGE,ZS Ignite 1.5L CVT,/cars/ZS Ignite 1.5L CVT.jpg,/cars/ZS Ignite 1.5L CVT.jpg,OK_EXACT,ZS Ignite 1.5L CVT.jpg,
MORRIS GARAGE,ZS Magnify 1.5L CVT,/cars/ZS Magnify 1.5L CVT.jpg,/cars/ZS Magnify 1.5L CVT.jpg,OK_EXACT,ZS Magnify 1.5L CVT.jpg,
MORRIS GARAGE,New HS i0Smart Magnify,/cars/New HS i0Smart Magnify.jpg,/cars/New HS i0Smart Magnify.jpg,OK_EXACT,New HS i0Smart Magnify.jpg,
MORRIS GARAGE,4 EV Magnify CKD,/cars/4 EV Magnify CKD.jpg,/cars/4 EV Magnify CKD.jpg,OK_EXACT,4 EV Magnify CKD.jpg,
MORRIS GARAGE,4 EV Magnify Max CKD,/cars/4 EV Magnify Max CKD.jpg,/cars/4 EV Magnify Max CKD.jpg,OK_EXACT,4 EV Magnify Max CKD.jpg,
MORRIS GARAGE,ZS EV Magnify,/cars/ZS EV Magnify.jpg,/cars/ZS EV Magnify.jpg,OK_EXACT,ZS EV Magnify.jpg,
MORRIS GARAGE,4 EV Ignite CKD,/cars/4 EV Ignite CKD.jpg,/cars/4 EV Ignite CKD.jpg,OK_EXACT,4 EV Ignite CKD.jpg,
MORRIS GARAGE,ZS EV Ignite,/cars/ZS EV Ignite.jpg,/cars/ZS EV Ignite.jpg,OK_EXACT,ZS EV Ignite.jpg,
MORRIS GARAGE,VS HEV Magnify,/cars/VS HEV Magnify.jpg,/cars/VS HEV Magnify.jpg,OK_EXACT,VS HEV Magnify.jpg,
NETA,NETA V II EV,/cars/NETA V II EV.png,/cars/NETA V II EV.png,OK_EXACT,NETA V II EV.png,
NETA,NETA X EV 500 SUPREME,/cars/NETA X EV 500 SUPREME.jpg,/cars/NETA X EV 500 SUPREME.jpg,OK_EXACT,NETA X EV 500 SUPREME.jpg,
NISSAN,Livina VL,/cars/Livina VL.jpg,/cars/Livina VL.jpg,OK_EXACT,Livina VL.jpg,
NISSAN,All New Serena Highway Star e0Power,/cars/All New Serena Highway Star e0Power.jpg,/cars/All New Serena Highway Star e0Power.jpg,OK_EXACT,All New Serena Highway Star e0Power.jpg,
NISSAN,KICKS E0POWER,/cars/KICKS E0POWER.jpeg,/cars/KICKS E0POWER.jpeg,OK_EXACT,KICKS E0POWER.jpeg,
NISSAN,Leaf,/cars/Leaf.jpg,/cars/Leaf.jpg,OK_EXACT,Leaf.jpg,
NISSAN,Magnite Premium Turbo CVT,/cars/Magnite Premium Turbo CVT.jpg,/cars/Magnite Premium Turbo CVT.jpg,OK_EXACT,Magnite Premium Turbo CVT.jpg,
NISSAN,Magnite Premium Turbo MT,/cars/Magnite Premium Turbo MT.jpg,/cars/Magnite Premium Turbo MT.jpg,OK_EXACT,Magnite Premium Turbo MT.jpg,
